,Unnamed: 0,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,EB
5618,5618,5619,15780220,Pauley,1,0,1,1,10,0,1,1,1,1,0,0.0
5619,5619,5620,15648951,Kao,2,1,1,2,7,0,2,1,1,2,0,0.0
5620,5620,5621,15752409,Grant,0,0,1,1,6,0,2,0,0,1,0,0.0
5621,5621,5622,15807524,Chukwuma,0,0,0,2,4,0,2,0,0,1,0,0.0
5622,5622,5623,15766649,Vincent,1,0,1,1,10,1,1,0,0,1,0,0.61976606
5623,5623,5624,15696812,Lazareva,1,1,1,2,6,0,2,1,1,1,0,0.0
5624,5624,5625,15581295,Ch'ien,1,1,0,2,1,0,1,1,0,1,0,0.0
5625,5625,5626,15663234,Bishop,0,0,0,2,7,2,1,1,1,1,0,1.105734874
5626,5626,5627,15741417,Chibuzo,1,1,0,1,7,2,2,1,1,0,0,26.04029336
5627,5627,5628,15695174,Chang,1,0,1,1,4,2,1,1,1,1,0,0.906209839
5628,5628,5629,15665168,Calabrese,1,2,0,2,3,2,2,1,1,2,0,0.643236457
5629,5629,5630,15601503,Tokaryev,0,1,1,1,4,0,2,0,0,0,0,0.0
5630,5630,5631,15706131,Logan,1,1,0,1,9,1,2,1,0,0,0,9.0574012
5631,5631,5632,15782758,Ozerova,1,0,1,1,5,2,1,1,1,2,0,0.739455644
5632,5632,5633,15591091,Goering,1,0,1,2,5,1,1,1,0,2,1,0.466692486
5633,5633,5634,15715877,Lo,2,0,1,1,2,0,2,1,0,0,0,0.0
5634,5634,5635,15756918,Simmons,2,0,0,1,2,0,2,0,0,0,0,0.0
5635,5635,5636,15746662,Maduabuchim,0,1,0,1,1,2,1,0,1,0,0,2.55291092
5636,5636,5637,15626679,Linger,1,0,1,1,3,0,2,0,1,1,0,0.0
5637,5637,5638,15793343,Yeh,0,0,0,1,8,0,2,1,1,2,0,0.0
5638,5638,5639,15576774,Stevenson,2,0,0,1,7,0,2,0,0,0,0,0.0
5639,5639,5640,15801316,Ifeatu,0,0,1,2,8,1,1,1,1,0,0,3.030812395
5640,5640,5641,15800514,Kenechukwu,0,2,0,1,2,1,2,0,0,2,1,0.588050377
5641,5641,5642,15662232,Learmonth,1,2,1,2,2,1,2,1,0,0,0,10.81063314
5642,5642,5643,15737778,Dickson,2,1,0,2,4,0,1,1,0,1,0,0.0
5643,5643,5644,15782096,Volkova,1,1,0,1,6,0,1,1,1,0,1,0.0
5644,5644,5645,15783522,Mitchell,2,1,0,1,8,2,1,1,1,1,0,0.780792308
5645,5645,5646,15785373,Wong,1,1,0,2,5,2,1,1,0,1,1,1.915551024
5646,5646,5647,15756272,James,0,2,0,1,9,2,1,1,0,0,1,2.892481297
5647,5647,5648,15615245,Shao,1,0,1,0,5,2,1,1,1,0,0,3.162098311
5648,5648,5649,15600174,Walton,0,0,1,1,7,2,1,0,1,1,0,1.745422401
5649,5649,5650,15752956,Stanley,1,1,1,1,6,0,2,1,1,1,0,0.0
5650,5650,5651,15644882,Watson,1,2,0,1,10,1,1,1,0,1,0,0.571435947
5651,5651,5652,15766272,Folliero,0,2,0,2,0,2,1,1,1,1,0,1.144823816
5652,5652,5653,15800620,Fitzgerald,1,0,0,1,9,0,2,0,0,2,0,0.0
5653,5653,5654,15569764,Garner,1,2,0,2,2,2,1,1,0,2,0,0.972217226
5654,5654,5655,15747458,Folliero,1,1,0,2,3,2,2,1,1,1,0,1.388568562
5655,5655,5656,15573171,Liao,1,1,1,2,1,2,1,1,1,1,1,1.154031733
5656,5656,5657,15736769,Lucchesi,1,0,0,1,9,0,2,1,0,2,0,0.0
5657,5657,5658,15763381,Chan,0,0,1,1,0,1,1,0,1,0,0,3.271832602
5658,5658,5659,15814430,Ma,2,1,1,2,9,0,1,1,0,0,1,0.0
5659,5659,5660,15638607,Nwabugwu,0,0,0,2,2,0,1,1,0,1,1,0.0
5660,5660,5661,15737133,P'eng,1,1,1,2,4,2,1,1,1,0,0,3.999305286
5661,5661,5662,15613945,Andrews,0,0,0,1,5,0,2,1,0,1,0,0.0
5662,5662,5663,15659937,Otutodilinna,1,0,0,1,7,0,2,0,1,1,0,0.0
5663,5663,5664,15765287,Grant,2,0,0,1,2,0,2,1,0,0,0,0.0
5664,5664,5665,15661723,Abramovich,1,1,1,2,4,2,1,0,1,1,1,1.453524337
5665,5665,5666,15766064,Komarova,0,0,1,1,9,2,2,1,0,1,0,1.006235377
5666,5666,5667,15649616,Otutodilichukwu,1,1,1,2,7,2,1,1,1,1,1,0.880331514
5667,5667,5668,15719017,Donaldson,1,0,0,1,8,0,2,1,1,0,0,0.0
5668,5668,5669,15720919,Duggan,1,0,1,2,7,0,1,0,1,1,1,0.0
5669,5669,5670,15706706,Chinwendu,1,2,1,1,7,2,2,0,1,2,0,0.78820894
5670,5670,5671,15709653,Hamilton,0,0,1,1,8,0,2,1,0,1,0,0.0
5671,5671,5672,15805104,Smith,2,0,0,2,6,0,2,0,1,1,0,0.0
5672,5672,5673,15622442,Mazzi,1,0,1,1,5,0,2,1,0,2,0,0.0
5673,5673,5674,15572801,Krischock,1,1,1,1,5,2,2,0,0,0,0,4.105828028
5674,5674,5675,15767598,Kent,0,1,1,1,8,0,2,0,0,2,0,0.0
5675,5675,5676,15757897,Binder,2,0,0,1,3,2,1,1,1,0,0,243.4644934
5676,5676,5677,15568104,Zubarev,2,0,0,1,6,0,2,0,1,0,0,0.0
5677,5677,5678,15763414,Degtyarev,1,2,1,1,9,2,1,1,0,1,0,1.382079277
5678,5678,5679,15732265,Obialo,1,0,1,1,9,0,2,1,0,1,0,0.0
5679,5679,5680,15621974,Davydova,2,2,0,1,4,2,2,1,0,1,0,1.329202762
5680,5680,5681,15803947,Teng,2,2,0,1,6,2,1,0,0,1,1,2.243658646
5681,5681,5682,15720706,Hsing,0,1,0,1,2,1,1,1,1,1,0,0.673305949
5682,5682,5683,15759290,Coleman,1,1,1,1,9,0,2,1,0,0,0,0.0
5683,5683,5684,15651664,Wilder,1,0,0,2,1,2,1,1,0,1,1,1.659107935
5684,5684,5685,15795132,Molineux,2,0,0,1,3,1,1,0,0,0,0,3.228258685
5685,5685,5686,15811565,Cocci,1,1,0,2,3,1,1,0,1,0,1,2.216713011
5686,5686,5687,15713774,Chikwendu,1,1,0,2,6,0,1,0,0,2,1,0.079465536
5687,5687,5688,15691840,Fraser,0,2,0,1,6,2,2,0,1,1,0,1.275769032
5688,5688,5689,15682021,Lai,0,2,1,1,6,2,2,1,0,1,0,0.793954328
5689,5689,5690,15612931,Korovin,2,1,0,2,4,2,1,1,1,1,0,1.029833043
5690,5690,5691,15676707,Sidorov,0,1,0,1,4,0,2,1,0,1,0,0.0
5691,5691,5692,15601383,Ibrahimova,2,1,1,2,5,2,1,1,0,1,0,1.466198716
5692,5692,5693,15662662,Duigan,0,0,0,1,6,0,2,1,0,1,0,0.0
5693,5693,5694,15752694,Taylor,1,0,0,1,4,1,1,0,1,0,0,3.502118462
5694,5694,5695,15590683,Donaldson,1,0,0,1,6,2,1,0,1,0,0,3.79251351
5695,5695,5696,15773591,Jobson,2,0,1,2,7,2,2,1,1,1,0,1.260549152
5696,5696,5697,15723620,Lu,1,0,1,2,7,0,2,0,1,0,0,0.0
5697,5697,5698,15671779,Nebechi,0,0,1,1,5,0,2,0,0,2,0,0.0
5698,5698,5699,15672966,Cross,1,1,0,2,9,0,2,1,1,1,0,0.0
5699,5699,5700,15624667,Wallace,1,0,1,1,6,2,1,1,1,1,0,1.557812647
5700,5700,5701,15812888,Perreault,0,0,1,2,3,0,4,1,1,2,1,0.0
5701,5701,5702,15724154,Manna,1,2,0,2,4,2,1,1,0,1,1,1.013343545
5702,5702,5703,15749540,Hsiung,1,0,1,1,7,0,2,1,0,1,0,0.0
5703,5703,5704,15621063,Gibbons,0,0,0,2,8,1,1,1,0,0,0,1.199983482
5704,5704,5705,15661626,Algeranoff,2,2,0,2,6,2,1,1,0,1,1,1.212300148
5705,5705,5706,15698703,Doherty,1,2,1,1,5,2,2,1,1,1,0,1.407878383
5706,5706,5707,15801431,Rowe,1,1,0,2,9,2,1,1,1,0,0,2.034830263
5707,5707,5708,15649451,Yates,2,0,1,1,9,0,2,0,1,1,0,0.0
5708,5708,5709,15626156,Galloway,1,0,0,2,3,0,2,1,1,1,0,0.0
5709,5709,5710,15606158,Genovese,1,0,0,1,9,0,1,1,0,0,0,0.0
5710,5710,5711,15589496,Arrington,2,0,1,1,5,2,2,0,0,1,0,2.046585014
5711,5711,5712,15730345,Miah,1,0,0,1,2,2,1,1,1,1,0,0.7078746
5712,5712,5713,15572038,Chijindum,1,2,1,1,9,2,1,1,0,2,1,0.60324738
5713,5713,5714,15643439,Ferguson,0,0,1,2,10,0,2,0,1,0,0,0.0
5714,5714,5715,15604158,Smith,0,0,0,1,10,0,2,1,1,0,0,0.0
5715,5715,5716,15657396,Marshall,2,0,1,1,9,0,2,0,1,1,0,0.0
5716,5716,5717,15709478,P'an,1,2,1,1,1,2,2,0,1,2,0,0.729675833
5717,5717,5718,15628824,Burton,1,0,0,1,5,2,1,0,1,2,0,0.873858572
5718,5718,5719,15814519,Kamdibe,1,0,0,1,7,0,2,1,0,2,0,0.0
5719,5719,5720,15636520,Milani,1,0,1,1,1,2,1,0,0,0,0,15.8911671
5720,5720,5721,15794414,Forbes,0,1,1,2,6,1,1,1,1,1,0,1.804277317
5721,5721,5722,15643671,Chiekwugo,1,2,1,2,5,1,2,1,0,2,1,0.636508267
5722,5722,5723,15700650,Cousens,1,0,1,1,3,0,2,0,0,1,0,0.0
5723,5723,5724,15680224,Ross,1,0,0,1,6,0,2,1,1,0,0,0.0
5724,5724,5725,15784286,Wood,1,1,1,1,5,2,1,1,1,1,0,1.014985134
5725,5725,5726,15693996,Hawks,0,0,0,1,1,2,1,0,0,1,0,0.793863832
5726,5726,5727,15764343,T'ien,1,1,0,2,8,2,1,1,0,0,0,5.922337137
5727,5727,5728,15704168,Ting,0,2,1,1,8,2,1,0,0,1,1,2.097468464
5728,5728,5729,15680197,Thynne,1,0,1,2,10,0,2,1,1,1,0,0.0
5729,5729,5730,15633729,Wang,0,0,1,2,10,2,1,1,1,0,0,3.979638924
5730,5730,5731,15577683,Maclean,0,0,0,1,4,0,2,1,1,1,0,0.0
5731,5731,5732,15800746,Watson,1,0,1,2,7,2,1,1,1,1,1,1.41228674
5732,5732,5733,15788686,Gibson,0,1,1,1,8,0,2,1,1,0,0,0.0
5733,5733,5734,15742798,French,2,0,0,1,7,2,1,1,0,2,1,0.986973132
5734,5734,5735,15596647,Henderson,2,0,1,2,8,1,1,1,1,1,0,1.0047807
5735,5735,5736,15756070,Greenwood,1,1,0,2,4,0,2,0,1,1,0,0.0
5736,5736,5737,15775116,Anderson,0,0,1,1,3,0,2,0,0,1,0,0.0
5737,5737,5738,15575428,Mistry,1,2,0,1,2,2,2,1,1,0,0,6.944536626
5738,5738,5739,15654074,Tuan,1,0,1,1,8,2,1,1,0,2,0,0.79296244
5739,5739,5740,15695872,Fiorentini,1,0,0,1,1,1,1,1,1,2,0,0.504307084
5740,5740,5741,15568885,Scott,1,2,0,1,8,2,1,1,0,1,0,0.847350618
5741,5741,5742,15725036,Jideofor,1,0,1,2,9,2,1,0,1,1,0,1.536716753
5742,5742,5743,15632665,Yevseyev,2,0,1,2,2,0,1,0,1,1,1,0.0
5743,5743,5744,15571476,Kelly,1,1,1,1,0,2,1,0,0,2,0,0.652103832
5744,5744,5745,15776850,Smith,2,1,0,2,1,2,1,1,1,2,0,0.742968096
5745,5745,5746,15623649,Ogle,1,1,1,1,3,0,2,1,1,0,0,0.0
5746,5746,5747,15751131,Moss,2,1,0,2,7,2,1,1,1,2,0,0.96325628
5747,5747,5748,15688128,Loggia,0,1,1,1,8,2,1,0,1,1,0,0.75076058
5748,5748,5749,15678412,Nwankwo,1,0,0,2,8,1,1,0,0,0,0,3.782388999
5749,5749,5750,15770291,Allan,2,0,0,1,8,0,2,0,0,1,0,0.0
5750,5750,5751,15583392,Woronoff,2,2,1,1,9,2,3,1,0,1,1,1.588576637
5751,5751,5752,15690731,Wolfe,1,0,1,1,6,2,1,1,1,2,0,0.67509435
5752,5752,5753,15697948,Henderson,2,1,0,1,3,0,2,1,1,0,0,0.0
5753,5753,5754,15608328,Sutherland,2,1,0,2,6,0,2,0,0,1,0,0.0
5754,5754,5755,15766378,Marsden,1,2,0,2,9,2,2,1,1,2,0,0.648510042
5755,5755,5756,15600813,Hyde,1,0,1,2,9,1,1,1,1,1,0,0.724610811
5756,5756,5757,15706217,Kao,1,2,1,1,7,2,2,1,1,0,0,3.405793727
5757,5757,5758,15601417,T'ang,1,0,1,1,3,2,2,1,1,1,0,1.636679944
5758,5758,5759,15610972,Crawford,1,2,0,2,4,1,2,0,0,0,1,3.763739196
5759,5759,5760,15674620,Dilibe,1,2,0,1,8,1,2,0,1,2,0,0.44245727
5760,5760,5761,15785350,Austin,0,1,1,1,7,2,1,1,0,2,0,0.615194778
5761,5761,5762,15749119,Santiago,1,0,0,1,3,0,2,1,1,1,0,0.0
5762,5762,5763,15756535,Chibugo,2,2,1,1,5,1,1,1,1,1,0,0.976067198
5763,5763,5764,15700965,Toscano,2,0,0,1,6,0,2,1,1,2,0,0.0
5764,5764,5765,15791851,Afanasyeva,2,0,0,1,0,2,1,1,1,1,0,1.820271839
5765,5765,5766,15717156,Sokolov,0,0,1,1,3,2,2,1,1,0,0,159.5937051
5766,5766,5767,15740846,Wei,0,0,1,1,5,2,1,1,1,1,0,1.323633579
5767,5767,5768,15573284,Olisanugo,0,0,0,2,2,0,2,0,0,0,0,0.0
5768,5768,5769,15729083,Gorman,1,0,1,1,2,2,1,0,1,0,0,5.625515131
5769,5769,5770,15611612,Priestley,0,0,0,1,0,0,1,1,0,0,0,0.0
5770,5770,5771,15694381,Lloyd,1,0,1,2,8,2,1,1,0,2,0,0.586607797
5771,5771,5772,15651737,Salmond,1,1,1,2,1,1,1,0,1,1,0,1.030892338
5772,5772,5773,15663168,MacDonald,1,0,1,1,8,2,1,1,0,2,0,0.65530071
5773,5773,5774,15643426,Robertson,0,1,0,1,8,2,1,0,0,0,0,8.613832683
5774,5774,5775,15618245,Chukwumaobim,1,2,1,1,1,2,2,1,0,1,0,2.149542437
5775,5775,5776,15717527,Ifeanacho,1,0,0,2,9,2,1,1,0,0,0,3.806545709
5776,5776,5777,15793478,Li Fonti,1,2,0,1,8,2,1,1,0,0,1,5.550647122
5777,5777,5778,15642248,Ko,1,1,1,2,8,2,1,1,1,1,0,1.884713524
5778,5778,5779,15640377,Goloubev,0,0,0,1,0,0,2,1,0,1,0,0.0
5779,5779,5780,15723950,Kruglov,1,1,1,1,2,1,1,1,1,1,1,0.608744489
5780,5780,5781,15590327,Liao,1,2,0,2,10,2,1,1,0,1,0,1.689145855
5781,5781,5782,15706199,White,1,2,1,1,6,1,1,0,0,2,0,0.530834352
5782,5782,5783,15671514,Sinclair,1,1,0,1,8,0,2,0,1,1,0,0.0
5783,5783,5784,15727041,Fiorentini,1,0,1,2,7,0,2,1,1,1,0,0.0
5784,5784,5785,15738063,Shen,1,0,1,1,2,0,2,1,1,0,0,0.0
5785,5785,5786,15711733,Rapuokwu,2,0,1,2,4,0,2,0,1,1,0,0.0
5786,5786,5787,15652320,Woronoff,1,0,1,1,5,0,2,0,0,1,0,0.0
5787,5787,5788,15634180,Holden,2,2,1,1,4,2,2,1,0,0,0,2.471469683
5788,5788,5789,15694566,Roberts,1,0,0,2,10,0,2,0,0,2,1,0.0
5789,5789,5790,15726103,Tsou,1,2,0,2,1,1,1,1,0,0,1,1.800950318
5790,5790,5791,15646351,Somerville,0,1,1,1,7,0,2,1,0,0,0,0.0
5791,5791,5792,15730044,Greco,2,2,0,2,6,1,3,0,1,2,1,0.35353578
5792,5792,5793,15795186,Leonard,0,0,1,1,5,0,1,1,0,1,0,0.0
5793,5793,5794,15784890,McKenzie,2,1,0,1,8,0,2,1,0,0,0,0.0
5794,5794,5795,15694125,McElhone,1,0,1,2,5,0,2,1,1,1,0,0.0
5795,5795,5796,15565891,Dipietro,1,0,1,1,8,0,2,1,0,1,0,0.0
5796,5796,5797,15674254,Kerr,0,1,0,2,4,0,2,1,1,2,0,0.0
5797,5797,5798,15775206,Hunter,1,0,1,1,10,0,2,0,0,1,0,0.0
5798,5798,5799,15797627,Niehaus,2,1,1,2,0,2,1,0,1,0,0,10.01534571
5799,5799,5800,15649853,Craig,1,0,0,2,3,0,1,1,1,2,1,0.0
5800,5800,5801,15610379,Barclay-Harvey,1,0,1,1,9,2,1,1,1,1,0,0.870539436
5801,5801,5802,15659800,Teng,1,1,0,2,1,0,1,0,1,2,1,0.0
5802,5802,5803,15716236,Milani,0,0,1,1,10,0,2,1,0,0,0,0.0
5803,5803,5804,15672053,Mistry,0,1,1,1,2,0,2,0,0,1,0,0.0
5804,5804,5805,15663933,Jamieson,1,2,0,1,5,1,2,1,0,2,1,0.527086627
5805,5805,5806,15814236,Kay,0,1,0,1,1,1,1,1,1,1,0,0.944761425
5806,5806,5807,15583597,Ikedinachukwu,1,1,1,2,1,2,1,1,1,1,0,1.324693347
5807,5807,5808,15607395,Holt,1,0,0,1,9,2,2,1,0,2,0,0.634455884
5808,5808,5809,15694556,Nkemakolam,1,0,1,2,2,2,1,1,0,1,1,0.969281634
5809,5809,5810,15744109,Hartung,2,0,1,1,4,0,1,1,1,2,0,0.0
5810,5810,5811,15800688,Ch'en,0,1,0,2,7,0,2,0,0,1,0,0.0
5811,5811,5812,15810878,Baker,0,1,0,1,6,2,1,0,1,1,0,0.959331123
5812,5812,5813,15587835,Osinachi,2,0,1,2,3,2,1,0,1,1,0,2.358346705
5813,5813,5814,15763515,Shih,0,0,1,1,5,0,2,1,0,2,0,0.0
5814,5814,5815,15725882,Feng,1,2,0,1,1,2,2,1,1,1,0,2.445059456
5815,5815,5816,15788022,Sternberg,2,2,0,2,4,1,2,0,1,2,0,0.536444477
5816,5816,5817,15663917,Adams,0,0,1,2,1,1,1,0,1,1,0,1.150598203
5817,5817,5818,15656865,Gray,1,2,1,2,9,1,1,0,1,0,0,9.001620277
5818,5818,5819,15667971,Shepherd,1,2,0,1,6,2,2,1,1,1,0,0.995273752
5819,5819,5820,15800366,Walton,0,0,1,1,5,0,1,1,1,1,0,0.0
5820,5820,5821,15717231,Yang,2,2,1,1,4,2,1,0,0,1,0,1.084098221
5821,5821,5822,15643188,Barnett,1,2,0,2,7,2,2,1,0,2,1,0.748094055
5822,5822,5823,15671351,Romani,1,1,1,1,2,0,2,1,0,1,0,0.0
5823,5823,5824,15573628,Greene,2,2,0,2,7,2,1,1,0,1,1,1.011361
5824,5824,5825,15698953,Hart,1,1,1,1,1,0,3,1,1,1,1,0.0
5825,5825,5826,15753888,Johnston,1,1,0,2,8,2,1,1,1,0,1,4.618193962
5826,5826,5827,15737961,Miller,0,2,0,1,0,2,2,1,1,1,0,1.159469234
5827,5827,5828,15801701,Robson,1,1,1,1,9,0,2,1,1,0,0,0.0
5828,5828,5829,15684419,Wallace,1,1,0,1,8,0,3,1,0,1,0,0.0
5829,5829,5830,15794266,Cross,0,0,1,1,9,2,1,1,0,1,0,1.403072084
5830,5830,5831,15810711,Marcum,1,2,1,1,4,2,2,1,1,1,0,2.644330268
5831,5831,5832,15771270,North,1,0,0,1,8,2,1,1,1,2,1,0.833604844
5832,5832,5833,15607786,Mao,1,0,1,1,6,2,1,0,1,0,0,35.49303863
5833,5833,5834,15624519,Calabrese,1,2,0,2,9,1,1,1,0,1,1,1.298532644
5834,5834,5835,15799910,Martin,2,0,1,1,2,0,2,1,0,2,1,0.0
5835,5835,5836,15602479,Fleming,1,1,1,1,5,2,1,1,1,0,0,4.826217016
5836,5836,5837,15617419,Roberts,1,2,0,1,10,2,2,1,1,0,0,3.084090456
5837,5837,5838,15657603,Finch,2,0,0,1,6,1,1,1,0,0,0,99.13224515
5838,5838,5839,15570379,Whitelegge,1,1,1,2,3,1,1,0,0,1,1,1.04195575
5839,5839,5840,15772996,Rooke,1,2,1,1,0,2,2,1,1,1,0,1.821271569
5840,5840,5841,15729574,Lu,1,1,1,2,4,0,2,1,1,2,0,0.0
5841,5841,5842,15737267,Marcelo,1,0,0,2,1,0,1,1,0,1,1,0.0
5842,5842,5843,15799128,Matthews,1,1,0,1,9,2,1,0,1,1,0,1.777874767
5843,5843,5844,15813327,Romani,1,0,1,1,4,2,2,1,1,1,0,1.942108831
5844,5844,5845,15711921,Scott,1,0,1,1,5,0,2,1,1,0,0,0.0
5845,5845,5846,15654300,Mao,0,2,1,1,9,1,1,0,1,1,0,0.739884204
5846,5846,5847,15569945,Horsley,0,1,1,1,1,0,2,1,0,1,0,0.0
5847,5847,5848,15569666,Goddard,0,0,0,2,4,0,1,0,0,2,1,0.0
5848,5848,5849,15681887,Eskridge,2,2,1,1,0,2,2,1,1,0,0,4.853836763
5849,5849,5850,15608873,Smith,1,0,1,2,2,0,1,0,0,1,0,0.0
5850,5850,5851,15762091,Simpson,1,2,0,1,6,2,1,1,1,1,0,2.182515364
5851,5851,5852,15722053,Oguejiofor,0,1,1,1,3,0,2,0,1,2,0,0.0
5852,5852,5853,15782100,Holloway,0,1,1,1,3,1,1,0,1,1,0,0.60265494
5853,5853,5854,15765300,L?,1,2,1,1,5,1,3,1,0,1,1,0.419779237
5854,5854,5855,15743570,Feng,0,0,0,1,5,0,2,1,1,1,0,0.0
5855,5855,5856,15608541,Claiborne,0,0,1,2,1,1,1,1,0,1,1,0.900964722
5856,5856,5857,15750671,Egobudike,0,1,1,1,6,0,2,1,0,2,0,0.0
5857,5857,5858,15813659,Folliero,1,0,0,2,7,0,1,1,0,0,1,0.0
5858,5858,5859,15757867,Bray,0,0,0,1,10,2,1,1,0,1,1,1.815373683
5859,5859,5860,15652914,Ibrahimov,2,1,1,1,7,0,1,0,1,1,0,0.0
5860,5860,5861,15723818,Carpenter,0,0,0,1,4,2,2,1,0,0,0,14.73145756
5861,5861,5862,15713819,Walsh,0,0,1,2,3,1,1,1,1,2,0,0.566146395
5862,5862,5863,15656484,Woods,1,0,1,1,4,0,2,1,1,1,0,0.0
5863,5863,5864,15778515,Wu,2,0,1,1,3,1,1,0,0,2,0,0.555616962
5864,5864,5865,15803840,Forbes,2,0,0,1,9,0,2,0,0,2,0,0.0
5865,5865,5866,15735339,Lynch,1,0,1,1,4,0,1,1,0,1,0,0.0
5866,5866,5867,15600392,Amaechi,2,0,0,2,8,2,2,0,1,2,1,0.726557806
5867,5867,5868,15625740,Enriquez,1,2,1,2,3,2,2,1,1,1,0,1.002250387
5868,5868,5869,15663817,Y?an,1,0,1,2,5,0,1,1,1,1,0,0.0
5869,5869,5870,15734461,Brooks,0,2,1,1,2,2,1,0,1,2,0,0.604754084
5870,5870,5871,15780142,Wang,1,0,1,2,2,2,1,1,0,0,0,4.119966699
5871,5871,5872,15709920,Burke,0,0,0,1,2,2,1,0,0,0,1,4.099779595
5872,5872,5873,15684248,Meng,1,1,1,1,7,0,2,0,1,2,0,0.0
5873,5873,5874,15643158,Chiganu,1,0,0,1,9,0,1,1,0,1,1,0.0
5874,5874,5875,15693902,Hunt,1,0,1,0,2,0,2,1,1,1,0,0.0
5875,5875,5876,15578307,Lucchese,0,0,0,1,6,2,2,1,1,1,0,1.454140121
5876,5876,5877,15585379,Humphries,1,0,1,1,2,2,1,1,0,2,0,0.559064804
5877,5877,5878,15758510,Frolova,0,0,1,1,6,0,2,0,0,2,0,0.0
5878,5878,5879,15692918,Hsing,1,2,1,1,10,2,1,1,1,1,0,0.841860897
5879,5879,5880,15705301,Parkes,1,0,1,2,6,1,2,1,1,2,0,0.519056916
5880,5880,5881,15718231,Gregory,0,0,1,1,0,1,2,1,1,2,0,0.46862275
5881,5881,5882,15567991,Obiuto,2,1,1,1,0,2,2,0,1,2,0,0.824854831
5882,5882,5883,15772650,Longo,2,0,1,2,9,2,1,0,1,0,1,41.7897539
5883,5883,5884,15574795,Lombardo,0,0,0,1,2,1,1,1,1,0,0,1.339846786
5884,5884,5885,15706036,Lombardo,0,2,1,1,10,2,2,1,1,0,0,2.840751325
5885,5885,5886,15723856,Gonzalez,1,0,0,1,3,1,2,1,1,1,0,1.421303973
5886,5886,5887,15812920,Nwabugwu,1,2,1,1,5,1,1,0,1,2,0,0.498873475
5887,5887,5888,15691287,Ford,1,2,0,1,0,2,1,1,0,1,1,2.188014203
5888,5888,5889,15804797,Gilleland,0,0,0,2,3,2,1,1,1,1,1,1.973723803
5889,5889,5890,15708650,Fullwood,2,0,0,1,2,1,2,0,1,2,0,0.325420569
5890,5890,5891,15712777,Kao,0,0,1,1,4,2,1,1,0,0,0,3.486269015
5891,5891,5892,15786469,Montalvo,1,0,0,1,1,0,2,1,0,1,0,0.0
5892,5892,5893,15669219,Wilson,1,2,1,1,3,2,1,1,0,1,0,1.104314107
5893,5893,5894,15641004,Doyne,1,1,0,2,10,2,1,0,1,1,0,1.126077001
5894,5894,5895,15648067,Onwuamaeze,0,0,1,1,1,2,2,1,0,1,0,1.768616122
5895,5895,5896,15704014,K'ung,2,2,1,1,7,2,2,1,0,2,0,0.721589352
5896,5896,5897,15645136,O'Donnell,2,1,1,1,1,2,1,1,0,1,0,1.053812912
5897,5897,5898,15709604,McMillan,2,0,1,1,2,2,1,1,0,2,0,0.61799066
5898,5898,5899,15713637,Chinedum,1,0,1,1,2,2,1,1,0,2,0,0.63418618
5899,5899,5900,15793901,Capon,1,0,0,1,2,0,2,0,0,1,0,0.0
5900,5900,5901,15569759,Rawling,0,0,0,1,4,0,3,1,0,2,0,0.0
5901,5901,5902,15712930,Duncan,1,0,1,2,1,0,1,0,0,1,0,0.0
5902,5902,5903,15586504,Trevisani,1,0,1,1,9,0,2,1,0,0,0,0.0
5903,5903,5904,15677317,Ankudinova,0,0,0,1,4,2,1,1,1,1,1,1.165011198
5904,5904,5905,15664270,Balsillie,1,2,1,2,6,2,4,1,0,2,1,0.75453864
5905,5905,5906,15731519,Kerr,0,0,0,1,5,0,2,1,0,1,0,0.0
5906,5906,5907,15745623,Worsnop,2,0,1,1,4,2,1,0,0,1,0,1.254127205
5907,5907,5908,15813862,Yevseyev,0,1,1,2,7,2,2,1,1,2,0,0.833794449
5908,5908,5909,15641934,Manna,2,1,0,2,9,1,1,1,0,1,1,0.845462504
5909,5909,5910,15713043,Siciliani,1,0,0,1,6,0,2,1,1,1,0,0.0
5910,5910,5911,15700749,Powell,0,0,0,1,6,0,1,1,1,0,0,0.0
5911,5911,5912,15697567,Bazarova,2,0,1,1,4,0,2,1,1,0,0,0.0
5912,5912,5913,15715414,White,1,0,0,1,6,2,1,0,0,2,0,0.66100021
5913,5913,5914,15639530,Buda,1,1,1,2,2,0,1,1,1,2,0,0.0
5914,5914,5915,15726058,Cattaneo,2,2,1,1,7,2,2,0,1,1,0,1.337515774
5915,5915,5916,15725665,Lo,1,0,1,2,10,2,2,1,0,2,1,1.038426891
5916,5916,5917,15698872,Brown,1,1,0,1,2,0,2,0,0,2,0,0.0
5917,5917,5918,15812184,Rose,1,0,0,1,1,0,1,1,0,1,0,0.0
5918,5918,5919,15742609,Lombardo,1,2,1,1,2,2,1,0,1,1,0,1.946794849
5919,5919,5920,15815043,McMillan,1,1,1,2,8,0,2,1,0,2,0,0.0
5920,5920,5921,15640648,Howe,1,0,1,1,6,0,2,0,1,0,0,0.0
5921,5921,5922,15627203,Hsu,0,1,1,2,10,0,1,1,1,2,0,0.0
5922,5922,5923,15786196,Han,0,0,0,2,3,2,3,1,0,1,1,1.747295237
5923,5923,5924,15612095,Calabrese,2,0,0,2,9,0,1,1,0,1,1,0.0
